Disclosure Date,Project Number,Project Name,Project URL,Country,IFC Country Code,IFC Region,Business Line,Estimated Total Budget ($),Department,Status,IFC Approval Date,Projected Start Date,WB Country Code,As of Date
"Aug 13, 2019",603475,CARD RM AS,https://disclosures.ifc.org/project-detail/AS/603475/card-rm-as,Philippines,PHL,East Asia and the Pacific,Financial Institutions Group,72000,,Completed,"Jul 26, 2018","Aug 01, 2018",PH,"October 11, 2022 02:11 AM"
"Aug 13, 2019",602783,SME A2F Nepal,https://disclosures.ifc.org/project-detail/AS/602783/sme-a2f-nepal,Nepal,NEP,South Asia,Other,1598841,,Active,"Jan 15, 2019","Dec 15, 2018",NP,"October 11, 2022 02:11 AM"
"Aug 13, 2019",603267,APRE,https://disclosures.ifc.org/project-detail/AS/603267/apre,South Africa,SOU,Africa,"Manufacturing, Agribusiness & Services",2181200,,Active,"Dec 17, 2018","Dec 17, 2018",ZA,"October 11, 2022 02:11 AM"
"Aug 13, 2019",603132,GasFlareStudyNG,https://disclosures.ifc.org/project-detail/AS/603132/gasflarestudyng,Nigeria,NIR,Africa,Infrastructure and Natural Resources,708733,,Completed,"Sep 11, 2018","Sep 15, 2018",NG,"October 11, 2022 02:11 AM"
"Aug 13, 2019",602263,AFIN SANDBOX,https://disclosures.ifc.org/project-detail/AS/602263/afin-sandbox,Vietnam,VNM,East Asia and the Pacific,Financial Institutions Group,2536101,,Active,"Jul 04, 2018","Jul 01, 2018",VN,"October 11, 2022 02:11 AM"
"Jul 14, 2019",602324,Guinea Leasing,https://disclosures.ifc.org/project-detail/AS/602324/guinea-leasing,Guinea,GUI,Africa,Other,500000,,Active,"Aug 06, 2018","Aug 01, 2018",GN,"October 11, 2022 02:11 AM"
"Jul 04, 2019",600673,East.AfCGP,https://disclosures.ifc.org/project-detail/AS/600673/east-afcgp,Kenya,KEN,Africa,"Environment, Social and Governance",3029007,,Active,"Feb 10, 2015","Feb 16, 2015",KE,"October 11, 2022 02:11 AM"
"Jul 01, 2019",603558,Cargill 2.0 CI,https://disclosures.ifc.org/project-detail/AS/603558/cargill-2-0-ci,Cote D'Ivoire,IVC,Africa,"Manufacturing, Agribusiness & Services",2198300,,Active,"May 09, 2019","May 10, 2019",CI,"October 11, 2022 02:11 AM"
"Jun 24, 2019",602928,STCR Mozambique,https://disclosures.ifc.org/project-detail/AS/602928/stcr-mozambique,Mozambique,MOZ,Africa,Other,800000,,Active,"Jun 15, 2018","Mar 01, 2018",MZ,"October 11, 2022 02:11 AM"
"Jun 19, 2019",603116,ABI Agri AS,https://disclosures.ifc.org/project-detail/AS/603116/abi-agri-as,Cote D'Ivoire,IVC,Africa,Financial Institutions Group,159437,,Active,"Jun 07, 2018","Mar 28, 2018",CI,"October 11, 2022 02:11 AM"
"Jun 19, 2019",603557,Fiji Housing PPP,https://disclosures.ifc.org/project-detail/AS/603557/fiji-housing-ppp,Fiji,FIJ,East Asia and the Pacific,Transaction Advisory,975647,,Hold,"Dec 10, 2018","Apr 01, 2019",,"October 11, 2022 02:11 AM"
"Jun 12, 2019",601927,Fiji Invest Comp,https://disclosures.ifc.org/project-detail/AS/601927/fiji-invest-comp,Fiji,FIJ,East Asia and the Pacific,Other,1908759,,Active,"Aug 30, 2018","Sep 01, 2018",,"October 11, 2022 02:11 AM"
"Jun 12, 2019",602257,NBC Tanzania SME,https://disclosures.ifc.org/project-detail/AS/602257/nbc-tanzania-sme,Tanzania,TAN,Africa,Financial Institutions Group,500000,,Active,"Mar 14, 2018","Mar 01, 2018",,"October 11, 2022 02:11 AM"
"Jun 12, 2019",602903,TE Brazil Health,https://disclosures.ifc.org/project-detail/AS/602903/te-brazil-health,Brazil,BRA,Latin America and the Caribbean,Other,1621804,,Completed,"Feb 14, 2018","Feb 13, 2018",BR,"October 11, 2022 02:11 AM"
"Jun 12, 2019",603161,Egypt Solar,https://disclosures.ifc.org/project-detail/AS/603161/egypt-solar,"Egypt, Arab Republic of",EGT,Africa,Transaction Advisory,1700001,,Hold,"Apr 23, 2019","Apr 01, 2019",EG,"October 11, 2022 02:11 AM"
"Jun 10, 2019",602843,Nachtigal CSA,https://disclosures.ifc.org/project-detail/AS/602843/nachtigal-csa,Cameroon,CAM,Africa,Infrastructure and Natural Resources,300000,,Active,"May 31, 2019","Jun 03, 2019",CM,"October 11, 2022 02:11 AM"
"Jun 03, 2019",602169,NIBEP,https://disclosures.ifc.org/project-detail/AS/602169/nibep,Nigeria,NIR,Africa,Other,2999999,,Active,"Oct 16, 2018","Oct 15, 2018",NG,"October 11, 2022 02:11 AM"
"Jun 03, 2019",603167,Honduras SBI,https://disclosures.ifc.org/project-detail/AS/603167/honduras-sbi,Honduras,HDS,Latin America and the Caribbean,"Environment, Social and Governance",191400,,Active,"Jul 24, 2018","Jul 01, 2018",HN,"October 11, 2022 02:11 AM"
"May 28, 2019",603229,BAML AGRI AS,https://disclosures.ifc.org/project-detail/AS/603229/baml-agri-as,Mali,MLI,Africa,Financial Institutions Group,180813,,Completed,"Jun 18, 2018","Mar 28, 2018",ML,"October 11, 2022 02:11 AM"
"May 28, 2019",603228,BACI AGRI  AS,https://disclosures.ifc.org/project-detail/AS/603228/baci-agri--as,Cote D'Ivoire,IVC,Africa,Financial Institutions Group,180775,,Completed,"Jun 18, 2018","Mar 28, 2018",CI,"October 11, 2022 02:11 AM"
"May 28, 2019",603243,BABF AGRI AS,https://disclosures.ifc.org/project-detail/AS/603243/babf-agri-as,Burkina Faso,BUR,Africa,Financial Institutions Group,180813,,Active,"Jun 18, 2018","Mar 28, 2018",BF,"October 11, 2022 02:11 AM"
"May 22, 2019",602694,EdM Treasury,https://disclosures.ifc.org/project-detail/AS/602694/edm-treasury,Mozambique,MOZ,Africa,Infrastructure and Natural Resources,1720000,,Active,"Apr 19, 2018","Jul 01, 2018",MZ,"October 11, 2022 02:11 AM"
"May 21, 2019",602154,Uzbek  Solar,https://disclosures.ifc.org/project-detail/AS/602154/uzbek--solar,Uzbekistan,UZB,Europe,Transaction Advisory,1978278,,Completed,"Jun 08, 2018","May 17, 2018",UZ,"October 11, 2022 02:11 AM"
"May 21, 2019",602604,KIF Phase II,https://disclosures.ifc.org/project-detail/AS/602604/kif-phase-ii,Timor-Leste,TMP,East Asia and the Pacific,Financial Institutions Group,1049999,,Completed,"Jun 17, 2018","Jul 01, 2018",,"October 11, 2022 02:11 AM"
"May 21, 2019",603058,Pichincha GI SME,https://disclosures.ifc.org/project-detail/AS/603058/pichincha-gi-sme,Ecuador,ECU,Latin America and the Caribbean,Financial Institutions Group,364999,,Completed,"Feb 19, 2018","Sep 01, 2018",EC,"October 11, 2022 02:11 AM"
"May 21, 2019",603810,BCC Supply Chain,https://disclosures.ifc.org/project-detail/AS/603810/bcc-supply-chain,Kazakhstan,KAZ,Europe,Financial Institutions Group,625000,,Active,"Apr 19, 2019","Mar 31, 2019",KZ,"October 11, 2022 02:11 AM"
"May 08, 2019",603390,BHDL TB,https://disclosures.ifc.org/project-detail/AS/603390/bhdl-tb,Dominican Republic,DOM,Latin America and the Caribbean,Financial Institutions Group,578000,,Active,"Sep 12, 2018","Aug 27, 2018",DO,"October 11, 2022 02:11 AM"
"May 08, 2019",602962,VISION Banco RM,https://disclosures.ifc.org/project-detail/AS/602962/vision-banco-rm,Paraguay,PAR,Latin America and the Caribbean,Financial Institutions Group,204729,,Completed,"Feb 02, 2018","Nov 21, 2017",PY,"October 11, 2022 02:11 AM"
"May 08, 2019",602601,E&S Myanmar,https://disclosures.ifc.org/project-detail/AS/602601/e&s-myanmar,Myanmar,BUA,East Asia and the Pacific,"Environment, Social and Governance",2000156,,Active,"Nov 09, 2018","Sep 01, 2018",MM,"October 11, 2022 02:11 AM"
"May 08, 2019",603144,KENYA: Infra Fin,https://disclosures.ifc.org/project-detail/AS/603144/kenya:-infra-fin,Kenya,KEN,Africa,Other,5000000,,Active,"Jun 29, 2018","Jun 18, 2018",KE,"October 11, 2022 02:11 AM"
"May 08, 2019",603217,Rice Mars-BRICo,https://disclosures.ifc.org/project-detail/AS/603217/rice-mars-brico,Cambodia,KAM,East Asia and the Pacific,"Manufacturing, Agribusiness & Services",800000,,Active,"May 09, 2018","May 07, 2018",KH,"October 11, 2022 02:11 AM"
"May 02, 2019",602999,SSA ESG Client S,https://disclosures.ifc.org/project-detail/AS/602999/ssa-esg-client-s,Ethiopia,ETH,Africa,"Environment, Social and Governance",1995534,,Active,"Jul 26, 2018","Aug 01, 2018",ET,"October 11, 2022 02:11 AM"
"May 02, 2019",602819,Ethiopia DB,https://disclosures.ifc.org/project-detail/AS/602819/ethiopia-db,Ethiopia,ETH,Africa,Other,2001401,,Active,"Sep 27, 2018","Jul 03, 2018",ET,"October 11, 2022 02:11 AM"
"May 02, 2019",602541,Zambia STR Ph 2,https://disclosures.ifc.org/project-detail/AS/602541/zambia-str-ph-2,Zambia,ZAM,Africa,Other,800000,,Active,"Jul 28, 2018","Jun 20, 2018",ZM,"October 11, 2022 02:11 AM"
"May 02, 2019",602323,DRC Leasing,https://disclosures.ifc.org/project-detail/AS/602323/drc-leasing,"Congo, Democratic Republic of",ZAI,Africa,Other,600000,,Completed,"Sep 03, 2018","Aug 01, 2018",ZR,"October 11, 2022 02:11 AM"
"May 02, 2019",602298,Chad Leasing,https://disclosures.ifc.org/project-detail/AS/602298/chad-leasing,Chad,CHD,Africa,Other,404913,,Completed,"Sep 03, 2018","Aug 01, 2018",TD,"October 11, 2022 02:11 AM"
"May 02, 2019",602178,SVIP,https://disclosures.ifc.org/project-detail/AS/602178/svip,Malawi,MAL,Africa,Transaction Advisory,770000,,Active,"Oct 31, 2018","Oct 01, 2018",MW,"October 11, 2022 02:11 AM"
"May 02, 2019",602203,ETH GRN INDUSTRY,https://disclosures.ifc.org/project-detail/AS/602203/eth-grn-industry,Ethiopia,ETH,Africa,Other,1000000,,Active,"Jul 05, 2018","Jul 01, 2018",ET,"October 11, 2022 02:11 AM"
"Apr 23, 2019",602031,Ukraine Dairy SC,https://disclosures.ifc.org/project-detail/AS/602031/ukraine-dairy-sc,Ukraine,UKR,Europe,"Manufacturing, Agribusiness & Services",2596191,,Active,"Jan 29, 2018","Jan 29, 2018",UA,"October 11, 2022 02:11 AM"
"Apr 23, 2019",600808,MENA SEF II,https://disclosures.ifc.org/project-detail/AS/600808/mena-sef-ii,Middle East Region,,Africa,Financial Institutions Group,2629228,,Active,"Sep 29, 2016","Oct 01, 2016",,"October 11, 2022 02:11 AM"
"Apr 17, 2019",603298,Kenya IC Phase 3,https://disclosures.ifc.org/project-detail/AS/603298/kenya-ic-phase-3,Kenya,KEN,Africa,Other,4857614,,Active,"Jul 31, 2018","Jul 01, 2018",KE,"October 11, 2022 02:11 AM"
"Apr 09, 2019",601914,Afghan Solar,https://disclosures.ifc.org/project-detail/AS/601914/afghan-solar,Afghanistan,AFG,Middle East,Transaction Advisory,,,Completed,"Jul 06, 2017","Feb 19, 2019",AF,"October 11, 2022 02:11 AM"
"Apr 09, 2019",600092,Pak. Sugar VC,https://disclosures.ifc.org/project-detail/AS/600092/pak--sugar-vc,Pakistan,PAK,Middle East,"Manufacturing, Agribusiness & Services",967024,,Active,"Mar 01, 2017","Jan 01, 2017",PK,"October 11, 2022 02:11 AM"
"Apr 03, 2019",602126,Colombia-Beef,https://disclosures.ifc.org/project-detail/AS/602126/colombia-beef,Colombia,CLM,Latin America and the Caribbean,"Manufacturing, Agribusiness & Services",1985000,,Active,"Aug 21, 2018","Jul 01, 2018",CO,"October 11, 2022 02:11 AM"
"Apr 03, 2019",602840,Nicaragua-Dairy,https://disclosures.ifc.org/project-detail/AS/602840/nicaragua-dairy,Nicaragua,NIC,Latin America and the Caribbean,"Manufacturing, Agribusiness & Services",1000000,,Active,"Jul 12, 2018","Jun 01, 2018",NI,"October 11, 2022 02:11 AM"
"Apr 03, 2019",603505,Ethiopia SNIC,https://disclosures.ifc.org/project-detail/AS/603505/ethiopia-snic,Ethiopia,ETH,Africa,Other,1900000,,Active,"Sep 03, 2018","Sep 01, 2018",ET,"October 11, 2022 02:11 AM"
"Mar 22, 2019",602352,IPOTEKA BT,https://disclosures.ifc.org/project-detail/AS/602352/ipoteka-bt,Uzbekistan,UZB,Central Asia and Turkiye,Financial Institutions Group,963749,,Active,"Oct 03, 2017","Oct 01, 2017",UZ,"October 11, 2022 02:11 AM"
"Mar 19, 2019",603221,BiharHousing PPP,https://disclosures.ifc.org/project-detail/AS/603221/biharhousing-ppp,India,IND,South Asia,Transaction Advisory,,,Active,"Oct 31, 2018","Oct 06, 2018",IN,"October 11, 2022 02:11 AM"
"Mar 13, 2019",602761,Mozambique SNDB,https://disclosures.ifc.org/project-detail/AS/602761/mozambique-sndb,Mozambique,MOZ,Africa,Other,427500,,Completed,"Mar 18, 2018","Mar 19, 2018",MZ,"October 11, 2022 02:11 AM"
"Mar 06, 2019",601378,Sri Lanka Solar,https://disclosures.ifc.org/project-detail/AS/601378/sri-lanka-solar,Sri Lanka,SRI,South Asia,Transaction Advisory,,,Hold,"Jun 20, 2016","Aug 01, 2016",LK,"October 11, 2022 02:11 AM"
"Mar 06, 2019",602234,PNG Hospital PPP,https://disclosures.ifc.org/project-detail/AS/602234/png-hospital-ppp,Papua New Guinea,PAP,East Asia and the Pacific,Transaction Advisory,,,Completed,"Aug 29, 2017","Jul 01, 2018",PG,"October 11, 2022 02:11 AM"
"Feb 27, 2019",602781,Prosperity RSA,https://disclosures.ifc.org/project-detail/AS/602781/prosperity-rsa,South Africa,SOU,Africa,Other,2900001,,Active,"Dec 20, 2017","Jan 01, 2018",ZA,"October 11, 2022 02:11 AM"
"Feb 27, 2019",603200,Banque Misr BOW,https://disclosures.ifc.org/project-detail/AS/603200/banque-misr-bow,"Egypt, Arab Republic of",EGT,Africa,Financial Institutions Group,,,Active,"May 24, 2018",,EG,"October 11, 2022 02:11 AM"
"Feb 22, 2019",602817,Ukraine EE Fund,https://disclosures.ifc.org/project-detail/AS/602817/ukraine-ee-fund,Ukraine,UKR,Europe,Other,17353525,,Active,"Sep 18, 2018","Oct 01, 2018",UA,"October 11, 2022 02:11 AM"
"Feb 17, 2019",602965,Schools Jordan,https://disclosures.ifc.org/project-detail/AS/602965/schools-jordan,Jordan,JOR,Middle East,Transaction Advisory,,,Active,"Jul 28, 2018","Jan 01, 2019",JO,"October 11, 2022 02:11 AM"
"Feb 15, 2019",602827,Ethiopia Trade,https://disclosures.ifc.org/project-detail/AS/602827/ethiopia-trade,Ethiopia,ETH,Africa,Other,2000000,,Active,"Sep 06, 2018","Jul 01, 2018",ET,"October 11, 2022 02:11 AM"
"Feb 15, 2019",603504,Ethiopia Tourism,https://disclosures.ifc.org/project-detail/AS/603504/ethiopia-tourism,Ethiopia,ETH,Africa,Other,1000000,,Active,"Aug 23, 2018","Sep 01, 2018",ET,"October 11, 2022 02:11 AM"
"Feb 13, 2019",602992,Ethiopia CRP - 3,https://disclosures.ifc.org/project-detail/AS/602992/ethiopia-crp---3,Ethiopia,ETH,Africa,Other,599999,,Active,"May 10, 2018","May 15, 2018",ET,"October 11, 2022 02:11 AM"
"Feb 13, 2019",601402,SSA Climate Fin,https://disclosures.ifc.org/project-detail/AS/601402/ssa-climate-fin,Africa Region,AFR,Africa,Financial Institutions Group,1995000,,Active,"Jun 13, 2018","Jul 02, 2018",3A,"October 11, 2022 02:11 AM"
"Feb 13, 2019",601838,Rain Sensors,https://disclosures.ifc.org/project-detail/AS/601838/rain-sensors,World Region,WLD,Global,Other,133509,,Completed,"May 21, 2017","Jun 01, 2017",99,"October 11, 2022 02:11 AM"
"Feb 13, 2019",602824,Rawbank Risk,https://disclosures.ifc.org/project-detail/AS/602824/rawbank-risk,"Congo, Democratic Republic of",ZAI,Africa,Financial Institutions Group,,,Active,"Jul 26, 2018","Jun 01, 2018",ZR,"October 11, 2022 02:11 AM"
"Feb 07, 2019",602073,LG II,https://disclosures.ifc.org/project-detail/AS/602073/lg-ii,World Region,WLD,Global,Infrastructure and Natural Resources,7789999,,Active,"Jan 30, 2018","Feb 01, 2018",99,"October 11, 2022 02:11 AM"
"Feb 07, 2019",603037,BLF-Alliance,https://disclosures.ifc.org/project-detail/AS/603037/blf-alliance,India,IND,South Asia,"Manufacturing, Agribusiness & Services",620000,,Active,"Jun 20, 2018","May 28, 2018",IN,"October 11, 2022 02:11 AM"
"Feb 07, 2019",601330,Peru OECD,https://disclosures.ifc.org/project-detail/AS/601330/peru-oecd,Peru,PER,Latin America and the Caribbean,Other,623445,,Completed,"Apr 03, 2016","Apr 01, 2016",PE,"October 11, 2022 02:11 AM"
"Jan 28, 2019",602222,Project Name Pending,https://disclosures.ifc.org/project-detail/AS/602222/project-name-pending,Brazil,BRA,Latin America and the Caribbean,Transaction Advisory,,,Completed,"Jul 10, 2017","Jun 26, 2017",BR,"October 11, 2022 02:11 AM"
"Jan 28, 2019",601912,ENAT BANK,https://disclosures.ifc.org/project-detail/AS/601912/enat-bank,Ethiopia,ETH,Africa,Financial Institutions Group,,,Completed,"Aug 17, 2017","Mar 01, 2018",ET,"October 11, 2022 02:11 AM"
"Jan 28, 2019",602177,AMSME BOA BENIN,https://disclosures.ifc.org/project-detail/AS/602177/amsme-boa-benin,Benin,BEN,Africa,Financial Institutions Group,204018,,Active,"Jan 26, 2018","Jul 03, 2018",,"October 11, 2022 02:11 AM"
"Jan 28, 2019",602699,Inv W AF Tourism,https://disclosures.ifc.org/project-detail/AS/602699/inv-w-af-tourism,Western Africa Region,WAN,Africa,Other,1900000,,Active,"May 04, 2018","Apr 09, 2018",45,"October 11, 2022 02:11 AM"
"Jan 28, 2019",603469,Equity Bank AS,https://disclosures.ifc.org/project-detail/AS/603469/equity-bank-as,Kenya,KEN,Africa,Financial Institutions Group,,,Active,"Dec 31, 2018","Dec 01, 2018",KE,"October 11, 2022 02:11 AM"
"Jan 28, 2019",601650,SMEV - BO2,https://disclosures.ifc.org/project-detail/AS/601650/smev---bo2,Nepal,NEP,South Asia,Other,912416,,Active,"Oct 05, 2016","Oct 01, 2016",NP,"October 11, 2022 02:11 AM"
"Jan 25, 2019",602023,ET Heineken,https://disclosures.ifc.org/project-detail/AS/602023/et-heineken,Ethiopia,ETH,Africa,"Manufacturing, Agribusiness & Services",999998,,Completed,"Oct 23, 2017","Oct 15, 2017",ET,"October 11, 2022 02:11 AM"
"Jan 08, 2019",601292,Geo tr/inv/agr.,https://disclosures.ifc.org/project-detail/AS/601292/geo-tr/inv/agr-,Georgia,GEO,Europe,Other,1850000,,Active,"Nov 22, 2017","Dec 01, 2017",GE,"October 11, 2022 02:11 AM"
"Jan 08, 2019",602258,Serbia IC,https://disclosures.ifc.org/project-detail/AS/602258/serbia-ic,Serbia,SRB,Europe,Other,3699998,,Active,"Sep 29, 2017","Jan 01, 2018",YF,"October 11, 2022 02:11 AM"
"Jan 08, 2019",602676,Climate Agri Fin,https://disclosures.ifc.org/project-detail/AS/602676/climate-agri-fin,Nicaragua,NIC,Latin America and the Caribbean,"Manufacturing, Agribusiness & Services",730000,,Active,"May 24, 2018","Jun 01, 2018",NI,"October 11, 2022 02:11 AM"
"Jan 08, 2019",602750,CG for Women,https://disclosures.ifc.org/project-detail/AS/602750/cg-for-women,Sri Lanka,SRI,South Asia,"Environment, Social and Governance",1054668,,Active,"Mar 13, 2018","Dec 01, 2017",LK,"October 11, 2022 02:11 AM"
"Dec 18, 2018",602336,Fiji Tourism,https://disclosures.ifc.org/project-detail/AS/602336/fiji-tourism,Fiji,FIJ,East Asia and the Pacific,"Manufacturing, Agribusiness & Services",1550000,,Completed,"Feb 15, 2018","Feb 15, 2018",,"October 11, 2022 02:11 AM"
"Dec 18, 2018",602990,Bayer BLFA SEA 1,https://disclosures.ifc.org/project-detail/AS/602990/bayer-blfa-sea-1,Philippines,PHL,East Asia and the Pacific,"Manufacturing, Agribusiness & Services",364999,,Completed,"Jan 24, 2018","Jan 01, 2018",PH,"October 11, 2022 02:11 AM"
"Dec 13, 2018",602247,MP Solar PPP-2,https://disclosures.ifc.org/project-detail/AS/602247/mp-solar-ppp-2,India,IND,South Asia,Transaction Advisory,,,Completed,"Sep 29, 2017","Oct 01, 2017",IN,"October 11, 2022 02:11 AM"
"Dec 13, 2018",601879,YangonExpressway,https://disclosures.ifc.org/project-detail/AS/601879/yangonexpressway,Myanmar,BUA,East Asia and the Pacific,Transaction Advisory,2449901,,Completed,"Jul 26, 2017","Jul 26, 2017",MM,"October 11, 2022 02:11 AM"
"Dec 10, 2018",602074,Ivory Coast STCR,https://disclosures.ifc.org/project-detail/AS/602074/ivory-coast-stcr,Cote D'Ivoire,IVC,Africa,Finance and Markets,300000,,Active,"Oct 24, 2017","Oct 22, 2017",CI,"October 11, 2022 02:11 AM"
"Dec 10, 2018",603602,Kina Bank PNG TA,https://disclosures.ifc.org/project-detail/AS/603602/kina-bank-png-ta,Papua New Guinea,PAP,East Asia and the Pacific,Financial Institutions Group,2000000,,Active,"Nov 21, 2018","Nov 01, 2018",PG,"October 11, 2022 02:11 AM"
"Dec 10, 2018",603714,Project Name Pending,https://disclosures.ifc.org/project-detail/AS/603714/project-name-pending,Paraguay,PAR,Latin America and the Caribbean,Financial Institutions Group,,,Active,"Oct 25, 2018","Jan 07, 2019",PY,"October 11, 2022 02:11 AM"
"Dec 07, 2018",602979,Invest Ghana,https://disclosures.ifc.org/project-detail/AS/602979/invest-ghana,Ghana,GHA,Africa,Other,1500000,,Active,"Apr 30, 2018","Mar 05, 2018",GH,"October 11, 2022 02:11 AM"
"Dec 05, 2018",601949,Kenya CRSP,https://disclosures.ifc.org/project-detail/AS/601949/kenya-crsp,Kenya,KEN,Africa,Other,300000,,Completed,"Apr 07, 2017","Jan 02, 2017",KE,"October 11, 2022 02:11 AM"
"Dec 05, 2018",602042,Kenya STCR SP,https://disclosures.ifc.org/project-detail/AS/602042/kenya-stcr-sp,Kenya,KEN,Africa,Other,240000,,Completed,"Jan 24, 2017","Jan 01, 2017",KE,"October 11, 2022 02:11 AM"
"Dec 05, 2018",603142,Progresemos DFS,https://disclosures.ifc.org/project-detail/AS/603142/progresemos-dfs,Mexico,MXC,Latin America and the Caribbean,Financial Institutions Group,,,Completed,"Mar 21, 2018","Apr 23, 2018",MX,"October 11, 2022 02:11 AM"
"Nov 27, 2018",602063,Benin Water,https://disclosures.ifc.org/project-detail/AS/602063/benin-water,Benin,BEN,Africa,Other,689248,,Completed,"Jan 03, 2018","Apr 11, 2018",,"October 11, 2022 02:11 AM"
"Nov 21, 2018",602196,Olvia Port,https://disclosures.ifc.org/project-detail/AS/602196/olvia-port,Ukraine,UKR,Europe,Other,442906,,Completed,"Dec 01, 2017","Dec 10, 2017",UA,"October 11, 2022 02:11 AM"
"Nov 21, 2018",602704,Kyrg Health PTAS,https://disclosures.ifc.org/project-detail/AS/602704/kyrg-health-ptas,Kyrgyz Republic,KGZ,Europe,Other,70000,,Completed,"Apr 13, 2018","Jan 31, 2018",KG,"October 11, 2022 02:11 AM"
