text,type
@mrose1965 I cannot serve an overhead tennis lob.,sports
Adidas Stan Smith Mens Size 9 Black Leather Animal Print Tennis Haillet Shoe https://t.co/z2dy3JoD4Y… https://t.co/FdQf6us0k4,sports
Tennis players in Australian Open to be issued with gas masks https://t.co/9h4M9MWYVq https://t.co/h2kDIhh29f,sports
"RT @NickMcCarvel: Wouldn't it be cool if tennis came together for a cause before every Slam? Pick an issue, pack an arena &amp; do a fundraiser…",sports
This girl could make me watch tennis. Saying this even after she ruined her first major title? Class https://t.co/GrQgAoQzhU,sports
Thursday tennis picks in Auckland and Adelaide https://t.co/PkP8T3ZVZm https://t.co/mnPXghyyCw,sports
RT @Sayreh: @goldenlily2017 Kate is way too tough on stuffies but she looooovvvveees tennis balls. She can sniff them out anywhere... Inclu…,sports
Professional tennis players held a charity event where they raised 4 million dollars for Australian Fire relief las… https://t.co/GmOyEAimiE,sports
They’re grand slam tennis champions. Awaiting participation in the Australian Open. They are Naomi Osaka and Serena… https://t.co/Tnq2oLCCRO,sports
"RT @MrCJCalvert: Nothing seems to change with @StefTsitsipas he definitely had anger management problems, fancy whacking your own dad with…",sports
"imagine if I'd pursued tennis in high school like my PE teacher wanted me to, imagine the POWER.",sports
First day being on board with this guys VIP tennis picks and I go up 49 units which pays off the whole 3 month memebership!! IN ONE DAY!!,sports
"RT @sunriseon7: Tennis champion @RafaelNadal showed off his rarely-seen relaxed side in this sit down with @MarkBeretta, discussing everyth…",sports
"RT @TennisPodcast: We have reached our funding target for 2020! 🥳🥳🥳

A massive THANK YOU to everyone who helped us get there. You’re all th…",sports
The most fun tennis games ever! #Rally4Relief https://t.co/SHcV9kOwxI,sports
"@guardian bet that was gen o cides army blowing up clouds.
you can still play tennis while the country burns delude… https://t.co/1oLbej3Fg2",sports
@TheBorisBecker @NickKyrgios @rogerfederer @RafaelNadal @DjokerNole @serenawilliams @CaroWozniacki @StefTsitsipas… https://t.co/wrk4VUpQ0K,sports
RT @klaudia_cs93: You know what is the absolute joke? That Roger is being dragged into EVERYTHING. Climate change? Blame Roger. Tennis look…,sports
and then on the third day.. tennis court by lorde came out,sports
"RT @DowntownCLE: What is platform tennis? 
Coming soon to #dtCLE, know the facts about this highly addictive game. https://t.co/igtC795nkG…",sports
Brb just making my entrance into a tennis stan twitter,sports
The senior is one of the most decorated male tennis players to move through northwest Louisiana in the past decade. https://t.co/QOGLbGdbK2,sports
2020 COULD be your year to get moving and change the lives of animals of the Midshore! Come see us at Idlewild Park… https://t.co/NAWSzvAdJg,sports
"RT @MailSport: 'I thought you liked yellow on me but that's OK.'

Grigor Dimitrov's shorts are the butt of the joke as pays a surprise visi…",sports
"RT @BBCSport: ❤️ 

Tennis greats played together to raise money for the Australian bushfire appeal. 

#bbctennis https://t.co/bDTe6IZ5gY",sports
"RT @MattRacquet: A thread on hard court sliding &amp; movement (ATP)🎾🏃‍♂️

1/ There have been plenty of lightning fast athletes throughout tenn…",sports
