UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment
20569,65521,"Hyderabad, India",22-03-2020,"15-20% rise in sales with respect to panic buying. 
Online platforms are delaying deliveries.  
Things other than sanitizer are running out. 
What would happen post crisis? The aftermath of the #pandamic. 

#covid19 #coronavirusÂhttps://t.co/ZnqEUgFATL https://t.co/elheDDZslp",Extremely Negative
43242,88194,Dystopian Nightmare,12-04-2020,"@WSJ ""Widespread shortages of hand sanitizer, disinfectants &amp; other products needed to combat the spread of the #coronavirus are being exacerbated by the Trump admin's tariffs on Chinese imports, according to public filings by companies asking for exe",Positive
7080,52032," New Hampshire, USA",18-03-2020,We are close to a bottom in equities. It will be this week. There are massive extremes happening today. Look at the VIX. Look at oil. Look at treasuries. Not to mention how oversold equities are! Headlines may get worse but prices are near extreme #coronavirus #COVID19 $SPY $VXX,Negative
36909,81861,Chennai ,07-04-2020,"Due to #COVID2019 @GroupePSA re-schedules its debut launch @Citroen #C5 #Aircross #SUV to Q1 2021 hoping it to be more positive economic activity period where consumer sentiments are upbeat. However, it hopes to maintain project timeline &amp; investment. @Motoring_Trends https://t.co/yZ7J7qbsq8",Extremely Positive
35889,80841,New England,07-04-2020,Changes during #COVID19 : I didn't sleep last night because I was anxious about going to the grocery store today. I'm so tired. #anxiety #SocialDistancing,Extremely Negative
32689,77641,Brooklyn,05-04-2020,"Grocery run with my sisters.  It took 40mins to get into  the supermarket.  Thank GOD for family.. Stay safe everyone
.
.
.
#covid_19 #socialdistancing #supermarket  #fairwaymarket #sisters #family #shopping @Â https://t.co/Hze67hgOcK",Extremely Positive
44351,89303,Chicago,13-04-2020,Private equity funds are seeking to get access to more capital to invest in a period where asset prices are low. They have been lobbying to have access to govt lending/grant programs to small businesses &amp; to Fed credit lines. https://t.co/tvGxFibEMG https://t.co/WXYh10hM5R,Extremely Positive
17580,62532,Silicon Valley,21-03-2020,"Thank You

Doctors
Nurses
EMTs
Grocery Store Employees
Postal Workers
Private Delivery Drivers
Teachers and Educators
Line Cooks
Farmers
Truck Drivers
Internet and Power Co Technicians
Medical Equipment Factory Workers
Gavin Newsom

#Covid_19 #CoronaCrisis #FrontLineHeroes",Positive
18155,63107,Jammu And Kashmir,21-03-2020,"Government has fixed prices for face masks &amp; sanitizers in light of #COVID19 outbreak: @irvpaswan 

#Coronavirus helplines: https://t.co/QXBF3o1aHy https://t.co/w7xVNw1kwn",Neutral
22719,67671,"Nairobi, Kenya",24-03-2020,A corona virus monster from Warrenton Missiouri USA His name is Cody Pfister Says who s scared of corona virus Licks products at Walmart Supermarket City of Warrenton Police Department have arrested him,Extremely Negative
37354,82306,"London, England",08-04-2020,"BIS report 'Covid-19, cash, and the future of payments' explains how consumer behaviour is changing and discusses the rising popularity of no contact payment methods, such as bank payments

Full report can be accessed here: https://t.co/4A7EGzBB1Q https://t.co/CgArw1lLRB",Positive
9957,54909,"New York, NY",19-03-2020,"From store closures to event cancellations, read @WWDÂs rundown of how the industry is coping with COVID-19.

https://t.co/Jcr4gU8sjn",Neutral
17496,62448,"Essex , UK",21-03-2020,I m a support worker for vulnerable adults they are self isolating amp some had run out of food A colleague amp I went out today for hours getting what we could Please please do not panic or bulk buy You are causing the shortages 19,Extremely Positive
4912,49864,,17-03-2020,"Due to COVID-19, weÂre making changes to our store operations to better serve you as the situation develops. Find out how this affects your local C Spire store. https://t.co/fvMNvDWZtx https://t.co/AX94zuG97s",Positive
7512,52464,Fiji,18-03-2020,The Fijian Competition and Consumer Commission (FCCC) urges Fijians not to engage in panic-buying because of COVID-19...@FijiOneNews https://t.co/ceEifvEzvv,Extremely Negative
38947,83899,"Berlin, Deutschland",08-04-2020,"#2020-03-26, Berlin - panic buying for corona. #new on #dreamstime, #download now. #coronavirus #pandemic #disease #store #buy #isolation #shelf #shelves #home #supermarket https://t.co/rYKNSgelRs",Negative
37707,82659,"Carlisle, Cumbria. UK",08-04-2020,"Food redistribution organisations across England are to benefit from Â£3.25 million of government funding to help them cut food waste and redistribute up to 14,000 tonnes of surplus stock during the coronavirus (COVID-19) outbreak.

For more info, visit https://t.co/54w7zydCiN https://t.co/IbrO8YahYJ",Positive
6491,51443,Argadahana,18-03-2020,COVID 19 Police impose limits on staple food purchases amid panic buying,Extremely Negative
9792,54744,,19-03-2020,596 cases reported in Australia but out of this number a have fully recovered which media do not report on Current total number infected would then be less,Negative
35188,80140,"gaziyabaad, uttarpradesh",06-04-2020,PTI_News: Congress urges govt to share profits from low crude oil prices with people amid lockdown due to COVID-19 and economic downturn,Negative
31637,76589,"Berkeley, CA",03-04-2020,"@nytopinion So, then, surgical masks must be available at every #supermarket in the United States.

100% of the time.

This should be done by the President of the United States, by official order. #Trump #COVID?19 #coronavirus",Extremely Positive
10383,55335,Norwich,19-03-2020,"Observed at the local supermarket - plenty of fresh bread still available, but pre-packaged bread almost sold out - I wonder how the #coronavirus  crisis will affect the #unpacked trend? https://t.co/1f0FesXXdc",Extremely Negative
40709,85661,,10-04-2020,A very comprehensive guide to selling fresh fish directly to the consumer from MMO Marine Management Organisation For more information from the MMO For COVID 19 information and support from the Fishermen s Mission,Extremely Positive
8447,53399,"London, Newick, LA.",18-03-2020,"UPDATE: @GMB had its 4th highest audience ever yesterday. Shows how important it is to keep news shows on the airwaves during this crisis. And why Govt. ministers must come on them all &amp; be held accountable when they do.
People want &amp; need up-to-date information.  #coronavirus",Negative
6557,51509,Punjab,18-03-2020,Opportunistic increases soap prices 10 amp 25 in India during News,Neutral
34656,79608,,06-04-2020,Why would you allow 200 people at a time into a farmers market in Santa Monica? Only 30 are allowed in the grocery store and those are bigger than the market. Social distancing fail! #sos #coronavirus plz close the market @MayorOfLA @GavinNewsom @CDCgov,Negative
21072,66024,"Red Bank, NJ",23-03-2020,THANK YOU for having on to talk about s demand for food For ways to help go to,Extremely Positive
18455,63407,London,21-03-2020,"""Governments will be tempted to Âpay for the warÂ by allowing prices to rise, but as Keynes pointed out this would be socially unjust. The correct alternative would be higher taxes on wealth and incomes"" @RSkidelsky https://t.co/6cXSk11iul via @prospect_uk",Negative
24646,69598,"Nairobi, Kenya",25-03-2020,Desert locusts covid 19 hiked weed prices ugly biitches in relationships who tf is playing this new jumanji,Negative
21312,66264,"Riverside, CA",23-03-2020,"Had no idea that Consumer Reports did petitions, but this one seems important considering the circumstances. 

Tell @senatemajldr &amp; @SpeakerPelosi to protect people from financial hardship due to the #coronavirus. Put people first, not corporations. https://t.co/pjs43YNcEP",Positive
39195,84147,GMT +8,09-04-2020,"Check out how our local grocery store @royaldutyfree is taking extra safety precautions. Thank you 4 caring &amp; 4 taking the extra step 2 keep your customers safe. Hopefully you can share these procedures with other stores.
#coronavirus #COVID19 #COVID19outbreak #COVID19Pandemic",Extremely Positive
33421,78373,Kurdistan,05-04-2020,"This is in #Erbil after the 48-h full lockdown this supermarket owner decided to leave the essential products outside, He left a note on the door ÂIf you need it you can take itÂ?? #together_we_will_win_covid19 #TwitterKurds #hawler  #Covid_19 #CoronavirusPandemic #kurdistan https://t.co/IeQEMK2B9e",Positive
20243,65195,Albion MI,22-03-2020,#coronavirus #toiletpaper @ Albion College https://t.co/KfIsvzRGJe,Neutral
20368,65320,"Sacramento, CA",22-03-2020,State #attorneygeneral s are tasked with consumer protection--Georgia AG @ChrisCarr_Ga is warning of new scams using texts to scam people. Other reports of similar messages on whatsapp #coronavirus #COVID?19 https://t.co/RnvlXEyB9U,Extremely Negative
9704,54656,,19-03-2020,"Thank you to all the truck drivers, grocery store workers, warehouse suppliers, and anyone whoÂs currently working right now in this pandemic. YouÂre not alone! #mentalhealth #coronavirus",Positive
5815,50767,"nobody, cares U.S.A",17-03-2020,Everyone is posting about days of quarantine but I work at a grocery store so they will never shut my job down. #COVID2019,Neutral
5839,50791,Byron MN,17-03-2020,I hope the panic shopping is over . I am only buying what I need so there is less wasted food. #stayhomechallenge #coronavirus #QuarantineLife https://t.co/ca9ietOTo6,Negative
3926,48878,????? ???? ????????,16-03-2020,#unpopularopinion You'll be able to tell how much a community understands of the restricted movement order by how empty their supermarket shelves are. #COVID2019 #Malaysia2020,Negative
15488,60440,"Sydney, Australia",20-03-2020,@smh @JewelTopsfield HeÂs the one who 2 weeks ago told us to stock up on food and created the panic and has no policy to stop 2500 people to disembark a ship in Sydney with Covid 19 on board.  He needs to be replaced and quickly @normanswan (a man who ta,Extremely Negative
29130,74082,"Chattanooga, TN",31-03-2020,"Spent the morning with a group from church volunteering at our local food bank, making about 250 boxes of food. Demand is high during the Covid-19 situation. https://t.co/CRqx8coyf4",Negative
42286,87238,"South Carolina, USA",11-04-2020,"@OFRACosmetics has a wellness set available that includes; hand sanitizer, wipes, disinfectant spray, and hand cream. https://t.co/az4wcIeehZ . Available on their site

I DO have an affiliate code ÂAPRILÂ that will give you extra 20% off. #SaturdayT",Extremely Positive
9180,54132,USA  ??,19-03-2020,PLEASE PLEASE Dont hoard things that elderly people need if you see them in a grocery store please help them They are our national treasure and we need to protect them,Extremely Positive
33915,78867,Southern California,06-04-2020,Adding veg stock two chopped tart apples and lime juice   I throw the wedges in as I don t want any lime juice to go to waste and can remove the peel later,Negative
12657,57609,USA  ??,20-03-2020,With the number of positive COVID 19 cases in Alabama increasing food banks in the state expect to see an increase in demand due to job and food insecurity,Positive
6089,51041,,17-03-2020,@mcuban Mark is saying that we should all take extra precautions.  Wearing gloves to the work if you have to go or to the grocery store and avoiding everywhere where you donÂt have to be.  Even these actions are extreme compared to everyday life.  Be ext,Negative
