Text,Review-Activity,Season
"a simply pleasing little book: God is always on stand-by waiting for our call to come with a Spiritual Tow Truck, to pull us out. He Probably shakes His head, keeps calm as He pulls us out, smiles & hopes we can muster up enough sense to go in the right direction next time.The story that became the title for Lynn Assimacopoulos' book is a typical teenager's winter blunder which turned his family upside-down until rescue was made. That is when you first meet Lynn's sense of humor, Faith & unflappability.This simple & pleasing writer brings chintz & charm, danger & durability, humility & humor to her stories of everyday problems solved in unlikely, often serendipitous ways, all with the help of her friendly Spiritual Tow Trucker!",REVIEW,NOT APPLICABLE
"Dreadful; must watch: I watched this movie about three years ago after reading a review of it on the comedy site explosm.net. I got into it knowing exactly how awful it was going to be, and it did not disappoint.The plot is holier than Swiss cheese, the acting wooden at best, and it has the great fortune of featuring all of the following: a vampire clown, a vampire-themed country and western song, and a hotline which one can call in order to become a vampire. I have watched it with friends on several occasions for the purposes of shouting at the screen and throwing popcorn at this travesty of a film. For under $10, the laughs are totally worth it.",REVIEW,NOT APPLICABLE
Football  Disc golf  Apple picking,ACTIVITY,FALL
"Insipid: Years ago, I listened to a group of people at a local bookstore talk about Confederacy of Dunces in glowing terms. I later picked up a copy at the library expecting much hilarity. It was horrible. I couldn't bring myself to finish it.Roll forward a few years. I thought that maybe my tastes had changed and the book deserved a second chance. No joy. I found nothing funny about the book. It is just one inane situation after another, no ups or downs, just an anemic ""plot"" that droned on and on.Is the fondness for this book an elaborate and widespread joke? Maybe it is a story that people pretend to like because others do, sort of an ""Emperor's New Cloths"" thing. I don't know but I found NOTHING to like in this book.",REVIEW,NOT APPLICABLE
"NOT like picture: Nothing can stand in the sagging pockets. I really wanted to have a few products standing in the pockets, but they were always laying down. Not very organized at all. It is simply not what the picture shows. My advice: Don't buy.",REVIEW,NOT APPLICABLE
Golf. Football and Oktoberfest,ACTIVITY,FALL
"I am very happy with this purchase: I am very happy with this purchase, item was shipped very fast and was exactly as described.",REVIEW,NOT APPLICABLE
USB to Parallel: It is well made etc. but only works on printers. No good for any other digital control operation. Very hard to get working for a non geek operated Linux system.,REVIEW,NOT APPLICABLE
Skiing.tubing.sightseen.,ACTIVITY,WINTER
"Dancing, traveling, eating",ACTIVITY,SUMMER
"My favorite winter activities are skating, skiing and bowling",ACTIVITY,WINTER
Swimming  Hiking  BBQ,ACTIVITY,SUMMER
"Easy to use: I must admit when I purchased this I wasn't too sure how well it would work in the car but to my surprise it worked great. No spills, no mess and as long as the bag is pointed down it converts to gel. I am 5 months pregnant so this was the perfect way to make a 12 hour drive when bathroom facilities are not available. I would definetly recommend this to others.",REVIEW,NOT APPLICABLE
He loves it.: I bought this for a gift for my nephew and he loves it. He has so much fun playing it. But he also has the other games as well. So this one when with what he wanted. But loves to play it.,REVIEW,NOT APPLICABLE
I like to go tot he beach. I like to party and I like to hang out with friends,ACTIVITY,SUMMER
I like to stay indoors and play video games with a cold drink,ACTIVITY,SUMMER
Eating Out  Movies  Visiting friends,ACTIVITY,FALL
Fishing  Skiing  Hiking,ACTIVITY,WINTER
"It's worth every penny you spend on it: This is such a good CD! Every song on it is so good. I fell in love with Brandy's voice when I heard ""The Boy is Mine."" Some of my favorite songs are ""Have You Ever,"" ""One Voice,"" and ""Never Say Never."" I think that this would make a great Christmas present for anyone who likes good music!",REVIEW,NOT APPLICABLE
Hiking     Skating    Skiing,ACTIVITY,WINTER
"THIS IS ONE HECK OF A FUNNY MOVIE!: This is one of the funniest movies I've ever seen! Lindsay Lohan is the funniest damn woman in the world! And Lacey Chabert, Amanda Seyfried, and Rachel McAdams are great in this movie too! I can't explain in writing how funny this movie is so you'll just have to see it for yourself and then buy it!",REVIEW,NOT APPLICABLE
Swimming barbecue cookouts,ACTIVITY,SUMMER
"BareMinerals: Packaging is correct, but I'm not sure that it's the same make up. It's very fine and isn't providing as much coverage as the same purchase at Bare Escentuals or Sephora. Will order from Amazon but not from this makeup supplier again.",REVIEW,NOT APPLICABLE
"Before Sunrise: I loved this book from A-Z, it has it all, suspense, love, thrills. It lacks the usual trite phrases which is what I loved best. It's a story that I will read again. A long time ago I read the first book about the two main characters, it's too bad I don't remember the title, I'd read it again. Loved this book.",REVIEW,NOT APPLICABLE
Big disappointment: I was so excited to see a new book by Elizabeth Berg at the library. But what a letdown! This book was awful! The characters were cartoons. Patty was so obsessively in love w/ Ethan and so fixated on having a baby it made my skin crawl. How did her so-called perfect family produce such a pathetic creature? Nothing rang true in the book--nothing. And Berg's books usually knock my socks off with their emotional truth. I do advise those of you for whom this was the first Berg book to try others before you give up on her.,REVIEW,NOT APPLICABLE
Insta-Bed Review: This was a pleasant surprise. This is the first item from this vendor that we purchased. It worked like a charm. Very comfortable and the built-in inflation system worked great. Very happy with this purchase!,REVIEW,NOT APPLICABLE
"blown away...: Peter's US tour back in '92 was the first concert I ever attended, and it remains one of the best live shows I've ever seen. I did not get a chance to see Growing Up Live in person, but this DVD is phenomenal in every sense of the word. Amazing sound/picture, great song selection, incredible band. What else can I say? If you love live music and mind-blowing visuals, this is for you.",REVIEW,NOT APPLICABLE
"SO/SO: first of all i'm a big fan of Richard Pryor,REdd Foxx,Eddie Murphy&Della Reese.but the script is weak and lacks structure.i expected to be at the movie house everyday and be loving this but it was ironicly not very funny except for an exchange between Red Foxx&DElla Reese.",REVIEW,NOT APPLICABLE
"Girls gone lame: In a nutshell, this one sucked. Not even sexy like past ones of girl/girl or solo action. Basically they just showed facial closeups of the girls doing their thing or them moaning. Boring!",REVIEW,NOT APPLICABLE
Traveling     Going to the beach    Museums,ACTIVITY,SUMMER
not that great: I didn't think this movie was that great. I was looking foward to seeing Julianne Moore but she leaves pretty early into it. and the end was kind of a let down.,REVIEW,NOT APPLICABLE
golf  gardening,ACTIVITY,WINTER
pumpkin  Halloween  bfg,ACTIVITY,FALL
Why bother: pretentious twaddle...the music isnt up to much either in terms of songs or melody and the lyrics....oh please! cod romanticism and ethereal nonsense. Someones been reading too much soppy female literature.,REVIEW,NOT APPLICABLE
"swimming, going on the boat, running",ACTIVITY,SUMMER
"Great for Insomnia: This book is very hard to read, the concepts and arguements are not difficult to understand but are very one sided. May questions are raised, but the author does not provide any answers. This book needs a makeover starting with triming some of the long-winded areas and adding some opposing veiw pionts.",REVIEW,NOT APPLICABLE
I don't have any favorite fall activiites,ACTIVITY,FALL
Traveling barbecuing parties,ACTIVITY,SUMMER
"Good read: Very different to the usual Grisham lawyer style books, but really good and captivating book! Highly recommended, at least by me!",REVIEW,NOT APPLICABLE
"Good CD.: I like Electriclarryland but unfortunetley I don't know that much about the Butthole Surfers since I just started listening to them a few months ago. Their best song on there is, of course, ""Pepper"" since it was on the radio before. My only complaint (and this is a minor one) is that they should have included more with the jacket part of the CD. For example maybe include the lyrics to the songs and other stuff like that. Still a good CD and ""Pepper"" is still the best song on there.",REVIEW,NOT APPLICABLE
